gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000033880	963.5915747027642	1.8849587269151877	0.19858599000156907	1.1714146836145766e-22	2.0641498139972454e-18
ENSMUSG00000068323	676.9692590681937	1.1366632064835234	0.1732669059078384	7.844852040707832e-15	6.911706890465636e-11
ENSMUSG00000140435	337.6206980839006	1.7664237672442147	0.24956442677742494	1.654603481795854e-14	9.718589317574914e-11
ENSMUSG00000028125	439.7659818337089	1.0325320312776063	0.18013389478709807	5.5112507927914235e-12	2.427843755494442e-8
ENSMUSG00000115529	151.40897194881742	-1.970959234295413	0.37651618133023074	9.538707145535796e-10	2.801359310191438e-6
ENSMUSG00000040856	307.8453763424936	1.6969486029824536	0.4130939891745962	2.8792512177195235e-8	5.637253967492858e-5
ENSMUSG00000046718	218.1477978571698	1.2262749726487976	0.44657502577595837	9.437069731400336e-7	0.0010540249348887367
ENSMUSG00000051985	96.74829129797378	1.1594978621656111	0.49381222288175436	2.320955642583687e-6	0.0017781547555637894
ENSMUSG00000040809	55.55801662586198	1.2510536424203997	1.0093384992231964	5.051478180356789e-6	0.0032967443339284065
